"label","content","train"
"1","broke offered grandmother sister important object sister replace type grocery store mother grandmother mother grand mother means great grand mother search","1"
"1","tolerate poor service happened imagine requested french fries served burger bad service complain manager","1"
"1","left house filled food disgust left fridge completely feel hard courage man heat moment ate flashbacks happening sounds super brave","1"
"1","recently vacation frightened half death happened eating chips balcony dropped live ocean understand hope ran quickly inside dangerous didnt fall stories heard story drowning man death","1"
"1","younger mother pc play video games older girlfriend pc rough days life lol daughters guess mom passed stop important pc internet future jobs opening online mind great content understand age thing slowly time older hard control","1"
"1","friend promise angry promise suppose apartment turned cell phone wow sounds terrible friend hope reason showing","1"
"1","times coworker married man wow kids married man thing remained committed wife cheat ah stayed committed wife","1"
"1","english tutor chinese students struggle topic extra time understand inspiring glad extra time kid grasp concept quickly finding effective ways blast awesome taking time kids grasp language deserve appreciated lot","1"
"1","pet heartbroken dog years years ago makes sad day heartbreaking helped remember matter memories true years kind grew ill forget memories absolutely chapter life long memories live memories","1"
"1","drove dairy queen closed hear frustrating wanted ice cream hours ice cream wanted days","1"
"1","time flat tire dad fix glad dad happen ran nail road drive houses bad luck hope hassle","1"
"1","kids birthday coming makes remember babies awe sweet bet memories sights sounds babies precious remember agree","1"
"1","child parents told amusement park happy bet sounds fun fun rides food brings great memories sweet memories hold amusement park","1"
"1","wife decided trip year trip amazing experience memorable things awesome helpful people enjoy trip wife amazing booked trip planned things persons house stayed great helped super fun local people treat super nice great recommendations things great glad care day","1"
"1","care cousin stomach hear caused apparently ate slept immediately wait awhile sleep eating sleep bit eat eat wait hour","1"
"1","felt afraid remember afraid years ago admitted hospital ill glad luckily","1"
"1","manager work isnt job position sales work lies takes bonus money bad","1"
"1","feel comfortable lending things friends recently trust loan friend vehicle ouch day friend safe driver drive crazy hoping day lot happen day makes feel lent car friend week goodness alright","1"
"1","shopping yesterday bought bag husband kill haha girlfriend thing check happy money weeks spends clothing women problem guilty pleasure deserve treat","1"
"1","hate tired store crowded customers open frustrating wo time day crowded busy places line faster mind prefer","1"
"1","person work sounded job correct training day hire people spend money absolutely bonuses saving money","1"
"1","manager changed bonus structure causing hit bonus frustrating hour hour lies understand suck","1"
"1","chance money phone screwed terrible phone money true hope luck","1"
"1","year excited moving moved hometown forward family friends wow wonderful moon moved","1"
"1","bumped car wait long talk owner car terrible deal worst hold parked threw plans frustrating missed movie","1"
"1","bad day day spouse surprised favorite food favorite food nice sweet love asian nice afraid asian food fortune cookies","1"
"1","vacation sleep times messing mess days thing bed decent time night woke kids watching cartoons normal","1"
"1","things feel dirty yard work kids work fun dirt grass makes itchy shower afterward feels great shower dirt guess snake digging hole plant flower quit day","1"
"1","day crazy long day home chocolate gosh upset chocolates bad day atleast fridge lol hope days","1"
"1","daughter finally overcame fear water learned swim makes happy loving water special beautiful moment completely compared son afraid haha love worked hard overcome daughter years shes introduced water special babies moments congrats mama hope enjoy happy swimming days princess","1"
"1","concerned financial situation employer thought talking boss idea month ago speak concerns","1"
"1","home work marks car kissing couch terrible sad hear leave breaking asked pack bags anymore","1"
"1","hurt talking heard noise sounded car wrecked yesterday guess checked hurt hope called ambulance","1"
"1","left club night noticed taxi throw late rode seat guess rolled windows held breath gross super tired paid half ride","1"
"1","marriage life marriage wife hope life wao sound great strong glad hear situation feel hope life born life thought world change pure kids wow learn kids world live envy hate","1"
"1","day cleaning dad gave younger nice meant lot sign nice lost items","1"
"1","telling hes coming fix sink shows ugh worst waiting day wondering calling today answering machine time list","1"
"1","worker told great job hes wrong sales caught eventually doubtful hope dollar bonus week ways things","1"
"1","amazing sitting stage hug event taking place music hardest music professionals play cool stage musicians","1"
"1","satisfied vacation vacation special travel year sounds special country state","1"
"1","day daughter potty time great sweet grow learn shes months amazing develop people clapped bathroom ha ha funny ha ha","1"
"1","day dinner daughter trash trash love watching develop sweet talk shes starting sentences lot drooling lol funny hear","1"
"1","angry friend suppose sucks supposed wanted wall tv friend turned cell phone helping hope talk express feelings work friendship hard days","1"
"1","traveled months ago didnt realize planning involved wow lot ready traveling hard work peru visit family year wow caribbean","1"
"1","small circle friends family awesome friends long years friends borrow debit card day stranger wouldve wiped glad friends life makes life easier yep trust life","1"
"1","meeting work week turns shut months omg terrible similar sort money lay feel offer packages heart soul bunch meet work talk","1"
"1","day bonus work amazing recently bills cool giving bonus wasnt expecting basically forward work","1"
"1","marvel movie pumped busy notice movies called infinity war time movies time check favorite bad guy","1"
"1","afraid neighbors causing snakes clean lot mice snakes follow heard contact local district idea problem hope works","1"
"1","today birthday happy birthday today thursday bar hop weekend waiting gifts today hope lots lots love","1"
"1","excited state moved apartment bugs ugh bugs creep freaking exterminator","1"
"1","disappointed manager told promotion year year ugh forever sooner betrayed job meantime hurts stay ahead","1"
"1","water park today wait nice water park time fun pretty hours big water park","1"
"1","weekend major accident guess happened happened fine embarassed ripped dancing street ahh happened embarrassing yep shirt long cover live lol glad cover","1"
"1","night driving road car died lights scary sitting hours dark night wow wouldve freaked lights apartment finally signal brother glad bear eat","1"
"1","house feels taking forever feeling long sell months offer sell months long time","1"
"1","school forever wait lot finish ah congratulation","1"
"1","recently annoyed coworker making jokes shame bothering lot coworker competent spend time making jokes people report anonymously deal day","1"
"1","daughter fell day pretty hard hold calmed scary wasnt bad couple hard kids hurt glad","1"
"1","dislike neighbors worst upsetting argue constantly live apartments hear police lot complaint landlord report local police department building","1"
"1","friday driving home work guy cuts traffic lot happened swerve shoulder caused accident people jerks road feeling hate driving phone upsets teenagers phones boils blood driving age raised personally","1"
"1","lost neighborhood guy quietly asked needed ride friendly creepy risk declined offer god lol positive experience worth taking chance haha couldve bad glad lots cars passing time","1"
"1","sound crazy day win lottery pretty amazing winning pay debts moving number buy house money making paid roof head people","1"
"1","pass monday reviewed content studying real challenge feel ready wait exam awesome exam great","1"
"1","month boss gave raise fo surprise great great job supportive","1"
"1","lost job mortgage scares lose home awful hear lost job times hard kind stuff avoid outcome working odd ends job pays overcome time time holding similar paying job ended working fast food place","1"
"1","today birthday happy birthday plans today recovering road trip things exciting weekend cool guys trip orleans great live texas close cool","1"
"1","week supposed meet mary workout kind lied told town stayed home day lol didnt reschedule day lazy town hilarious kinda feel bad","1"
"1","recently offered extreme money work home job wow awesome accept job offer sounded true honestly feel uneasy turn understand gut feeling","1"
"1","applied jobs hear bummer work home job job job point time stable job hear ya hope wishing","1"
"1","night kitchen ate kids cookies time wife confronted morning blamed dog max lol poor max bet dogs wished spoke english reason wife kinda cold feel bad shame telling","1"
"1","lived apartment years wow long time happy smaller friends time hear people grow throw party sounds plan","1"
"1","recently moved dream location sucks knowing congratulations feels lonely party house invite neighbours sounds idea decide cook lol wrong grilled food burgers wings hot dogs","1"
"1","snake apartment today hate snakes disgusting eww running forest inside house called animal control looked messing burn house lol joking totally lol hate snakes bugs spiders","1"
"1","posted online making sequel hot guess funding sucks favorite movie thinking things","1"
"1","save blind lady falling glad close nice person glad thing time cool happen","1"
"1","sick job paying proper hours terrible employers employees doesnt hope hope considered working","1"
"1","mowing lawn rock flew broke neighbors window relaxed problem happened terribly scared expenses glad didnt freak people arent understanding bet pricey","1"
"1","worn bathing suit recently gained weight embarassed bought great bathing suit covers extras shows skin makes feel work bunch ladies suits boosted confidence ball beach day hear online store wo gotcha bought online","1"
"1","grandmother passed unexpectedly years ago hear lost november hard grandparent closest people easier waiting time heal hope nice chatting great day","1"
"1","work feel bad dont spend time daughter hear ya job higher paid dont work jobs ya kind work","1"
"1","friend called bad mad upset dont rude people argument god days sort","1"
"1","fence areas neighbors climbing ball expensive fix talked paying afraid broke window police involved sucks guess metal type fence lol","1"
"1","wait relocate ready wow places york va fl place dc neighbor md","1"
"1","brother asked decades birthday brothers haha siblings brothers younger older sister","1"
"1","today birthday yesterday wishing happy happy birthday bad thing wouldve thing month happy birthday birthday years lol exes exes reason guess lol aint truth","1"
"1","strong warned risk losing vision eyes hurt staring bright white screen computers change color smart warning screen program called heard check","1"
"1","high school sold turned peoples apartment complex sad nostalgia nearby kids awful kids thirty minute bus ride school pretty terrible thirty minutes day pretty commuting school tough lot snow winter dangerous","1"
"1","birthday mother surprise aw nice surprise showed house brought cake cakes yessss winning","1"
"1","remember day goodbye dad bad happened heat stroke middle july horrible hear","1"
"1","today birthday tonight awesome happy birthday park sounds birthday hope guys awesome time hope","1"
"1","insane ready hurricane irma hit year hit bet scary wasnt bad bad news sound glad community","1"
"1","neighbor school bachelors year wow awesome yea shes pretty amazing lady inspirational school studying criminal justice","1"
"1","makes sad single nowadays breakup recently years recent lol today birthday cook happy birthday order","1"
"1","friends boyfriend accident years ago shes happened motorcycle accident theyre fine hes pride issues shes sticking","1"
"1","night cop pulled man happened speeding nervous end ticket warning","1"
"1","taking care aging mom years friends time taking care nice thing hire hours week join gym yoga class afford unfortunatley picked exercising walking path park dog park","1"
"1","baby turtle crossing road day hurry stop hope stop creek road darn hope guy theyre heads mom road turtles mountain creek opposite road","1"
"1","mom arthritis neck pain traveling hear physical therapy doctor recommended exercise busy anymore exercise moving body helps depends situation opinion","1"
"1","impatient waiting clock hit vacation hours left hours ahhh haha bad vacation","1"
"1","boss close deal felt happy big client great result signed drink celebrate great happy lets bonus","1"
"1","woods snake bite luckily fine scared glad poisonous kill","1"
"1","mom school recently bachelors science wow amazing proud hard yea code mom inspirational story money","1"
"1","finally finished class hours drive thankfully hospital nearby hiring heard whew amazing anticipate dealing people afraid needles painful thinking hope wo afraid pass lol","1"
"1","interview yesterday pretty hope job follow recruiter sounded pretty positive phone great job","1"
"1","bought lottery ticket feeling win luck hope win chances lucky nice money","1"
"1","birthday weekend wished happy birthday hear sad work years guess kinda moved ditch girlfriend react","1"
"1","birthday family friends threw surprise birthday party nice party held parents house orleans sweet mustve big party year family surprised birthday party","1"
"1","vet told cat weeks left live terrible special everyday memories plan time doesnt easier doesnt dog sleep extremely painful hope rest pain feel things point","1"
"1","friend bar hang spouses spouse havent agree dont upset friends cheating deff","1"
"1","hate envious needed car months friend bought car pool friend guess nice car ride style free sounds fair lol","1"
"1","dog sleep super stressing hear sucks goodbye shes pain pets apartment wo moving hope cat","1"
"1","friends night year country work bet fun interesting visiting country yea nice learning culture people nice types food places","1"
"1","interested house finally market year stressful hope sale rural area isolated vehicle transportation prefer isolation selling","1"
"1","ill vacation tomorrow working hard things clear enjoy awesome headed japan forward food omg sounds amazing epic hope great time","1"
"1","recently offered start working extra long hours support family considerate lot recently moved debt sell previous home ugh wow home selling tough hope debt real","1"
"1","moved work coworkers families sucks warm people yea time tough scared place commend itll","1"
"1","grocery store day completely embarassed happened filled entire cart food party realized forgot purse home end leave cart apartment close embarrassing","1"
"1","wait buy christmas tree year lol funny excited live thought dont handle small fake people decorating","1"
"1","visited home town recently hill lot houses run sad sucks bad atleast enjoy trip people knew fun aw glad time hope vacation year","1"
"1","home work yesterday walked apartment sally friends family inside surprise party intervention surprise party turned honestly thought forgotten sweet hope throws day","1"
"1","daughter started school year exciting scary time afraid big girls understand school person end making lot friends classes proud","1"
"1","excited child play life simple wasnt cute simpler excited smallest things miss","1"
"1","middle long distance misplaced drivers car insurance scared nervous ruined entire trip finally","1"
"1","bob promotion work hours gotta terrible pick test scored hear chance promoted chance winter","1"
"1","neighbors kid lost family devastated hear happen vision gradually worse suddenly vision day called emergency chance regain","1"
"1","fireworks friend day life longer friends beautiful memory friends embarassed reach years life short reach","1"
"1","night extremely upset happened child snuck guess finally reached age","1"
"1","remake fist idea movie remember kid action movie black white karate movie","1"
"1","time large mouse kitchen kill closed door towel late maintenence til care chewed hole sink traps","1"
"1","job laying offer kind package doubtful honestly dont care hear contact hr options","1"
"1","year finally garage cars awesome garage lol lucky","1"
"1","cat years past night dont hear hate happened pets family","1"
"1","charity local pharmacy giving time donate change shop lot adds nice thing bit counts eventually write check change giant bottle","1"
"1","lost wallet id issued hope turns lose money dont cash cards hard replace real pain honestly happened","1"
"1","concert weekend buy tickets win bought woulda cool win lol","1"
"1","falcons won game excited game win championship recall remember choking wrong","1"
"1","big storm week sucks power scared crap fine clocks reset ups","1"
"1","impressed tesla test drove bet fun fast mph wow crazy ha ha panic attack mph","1"
"1","managed change oil car breaking change oil time havent changed oil years dad taught achievement dad taught","1"
"1","girlfriend feel online dating fun feel dont feel apply","1"
"1","day breakfast daughter started choking panicked time food wow super scary shes hear situations alarming","1"
"1","science notes brought feel allowed bring notes surprise test felt happy bring highest score class","1"
"1","grandma died sad hear age complications age smoked time","1"
"1","hate dark afraid dark nightlight slept moms room afraid dark nightlight","1"
"1","night girl double backflip land fast high sweet crowd cheer feet clapped","1"
"1","harvard wow great start fall great feel","1"
"1","annoys wife giving son stick hurts single time calls helicopter parent laughs nice","1"
"1","afraid clowns gosh clown movie movie cried slept light couple night lol","1"
"1","trip weekend stayed nice hotel balcony pool sounds nice stay ocean balcony downside steal food remember throwing food watching catch kid steal crackers scared","1"
"1","car work note seat year son wanted loved wished work sweet dollars bet love","1"
"1","cheated test ashamed confess feel trouble understand time","1"
"1","miss family members pretty hear older face fact loved forever lost grandma condolences youi hope wonderful memories","1"
"1","died year terrible thing happen lucky happy alternative","1"
"1","dip pool late night vacation nice water heated nice jumped hair extension funny luckily","1"
"1","afraid ghosts llike dark inside hope meet ghost ghosts","1"
"1","prepared hurricanes live texas dont worry love texas texas great place understand prepared","1"
"1","huge bonus work week pay car lot bills cool kind car mustang","1"
"1","apartment dumpster terrible smell problem people leave trash lot raccoons night years live lol","1"
"1","hope win lottery week turn win lottery split win sounds real plan lol","1"
"1","friend annoying talks annoying","1"
"1","happy son born awww son favorite child girls wo son","1"
"1","halloween quick love halloween favorite love dressing kids eating candy love candy","1"
"1","pick night date polite nice meet meet online dating site nervous charge cool plans week","1"
"1","happy graduated college bet feel huge accomplishment parents feel","1"
"1","asked boss office thought bad news turns offered promotion nice nice","1"
"1","studied pass test luck sound expect hope","1"
"1","president huh america share joy lol joy positive hitting rock","1"
"1","neighbors borrow lawnmower broken terrible theyll care pretty quiet hope end court","1"
"1","daughter lazy summer usual kids ate dinner yesterday refused feel bad kind funny react bed lo","1"
"1","lied police ashamed lie friend friend bad","1"
"1","tickets park weekend nice job son jack taking fun talking week long","1"
"1","beach day remember friend enjoy love beach yea enjoyed alot buddy miss buddy huh","1"
"1","hate order food terrible makes angry ordered road trip cost time road upset anymore","1"
"1","catch criminal weapon small knife gonna caught","1"
"1","forget lines school play embarrassed lot lines remember main character wow impressive blame forgetting lines tons","1"
"1","stock family long time ago sit risen times wow looked worth money pay years worth mortgage wondering sell hold talk financial adviser","1"
"1","night work lost keys search office minutes entire office watching time hated stupid lost theyre glad guess annoying people laughed","1"
"1","applied promotion earn awesome hope finances lot plan buying","1"
"1","time parents house photo albums started reminiscing thought easy carefree life child glad hear carefree childhood siblings younger brothers years younger child awhile","1"
"1","cousin year relationship turns cheating years terrible people leave hurting partner hope sucks time","1"
"1","watch game thrones watched season love sad ending stay forever ending heard finished books nest season hoping forever","1"
"1","summer heat cmon autumn agree love autumn hot memphis daughter ready school start love memphis life","1"
"1","content exam passing grade fine studied hard pass guess wouldve nice worked hard","1"
"1","work presentation coming weve present step presentation yea hope miss spent lot time fingers crossed hope presentation","1"
"1","excited vacation wife weve wanting stay cabin awhile exciting cabin sounds cozy romantic vacation year shes lucky lady","1"
"1","man met girl time tinder totally thought great chemistry completely ghosted worst feels kind ghosted aw awful laughing imagine ghosted remember means ghost","1"
"1","friends fb posting photos hometown start miss awww visit havent winter experience snow hometown","1"
"1","friend drink paint party birthday tomorrow bet excited bringing bottle likes sounds yummy choice great time","1"
"1","rock kind rock actor rock rock","1"
"1","son prett slow start speaking teacher waiting spot open school practiced home stop wo shut proud proud knew moms overreact","1"
"1","surprised trump won election thought dreaming big upset crying milk","1"
"1","recently lost job trouble finding feel pain happened years ago ended settle job ends meet scary situation pretty applying hope job luck","1"
"1","pretty alright kind annoyed lying lying annoy absolutely biggest pet peeves people accuse lying yea worst lies forgive bit anxiety thinking lying","1"
"1","worst time week girlfriend friends talked energy passion girlfriend weird time likes hot guys face terrible feeling talking lot suggest truth dwell everytime terrible hear girls understand men random guys meet street crazy rude yea recently decide mute girlfriend social media block mute bothers acts single social media live personality online talks social media talks talks hot guys leaves stuck worst anxiety","1"
"1","prepared history test studying history test hard studying prepared end passing","1"
"1","phone buddies met time years yesterday gonna hang sunday makes happy reconnecting great meet met yesterday restaurant conversation ate food caught lives eat garlic bread hot wings slices pizza","1"
"1","falcons blew super bowl huge sports fan big happened damn shocked","1"
"1","love football ready season season start august wait exciting whos favorite team","1"
"1","apprehensive married regret worried worried","1"
"1","cat evening home long days live road afraid shell direction hope friends cat left weeks hungry fine lot animals killed highways sad hope cat returns safely nice chatting","1"
"1","apartment terrible work lot ideas perk place supposed talk hear places","1"
"1","late date month ago nervous gonna mess things awkward contrary bad great italian restaurant escape room","1"
"1","scared die worry occasionally push mind usual hope painful wo people die age friends family peaceful hope","1"
"1","love hockey ready season whos favorite team love nice hope season","1"
"1","pretty decent kids kids teacher children oldest worst year perfect lol teenagers awful forward daughter lol upset time lol mom curse hopes daughter acted times worse case start saving boarding school awful hilarious ii terrible luck","1"
"1","transmission car worst time afford replaced rebuilt dad loan transmission step dad working saving car work progress tested transmission works car miles versus car payment house paid makes sense bills kids school daycare expensive year hates babysit wait moves jk lol hilarious hard teenagers kind fun chat today enjoy day","1"
"1","hellp child spent months pregnant child worrying thing happening hellp baby basically point blood wo clot organs start shutting terrible things afraid pregnant","1"
"1","car month time leave house brand cars absolutely hate car issues fixed buying saving year warranty bought nope bought cash snake oil salesman","1"
"1","summer summer wife canada visit mom friends bar meet friends","1"
"1","feeling ambitious day decided drive parking lot elementary school things years ago remembered super surprised renovations playground buildings amazing torn throw buildings days","1"
"1","sister law basically lives mother law kids mother law rarely kids money bit times feeling clear wrong buy bit ridiculous sister law money refuses raise children type stuff makes angry care bit","1"
"1","football coach football talking team falcons defensive coach excited super bowl","1"
"1","proud american feeling involved political groups agree sentiment great place live","1"
"1","baby long time years waiting months meet hard kids grown time grandkids guess grandkids fun","1"
"1","feel bad stole cookie cookie jar rid evidence ate quick whos cookies","1"
"1","poorly college study passed classes semester track university memphis","1"
"1","job interview week feeling uneasy interviews nerve wrecking excited stay calm fine","1"
"1","recently court date child support yikes bit scary party warrant hope catch start sad friend situation kids hope things","1"
"1","fat matter fat weight fat overweight","1"
"1","excited baseball playoffs watch slow moving taste love yankees york area south","1"
"1","jury duty months spring surprisingly fun interesting hate jury duty inconvenience paid dollars day bad bad","1"
"1","rained today nice dry rain rain weather calling future sunshine rain hope","1"
"1","big rain storms spring summer creek house yard scary scary house flooded time bit mud mess unbelievably hard clean hear stressed post traumatic stress disorder starts raining lol","1"
"1","ugh mad day store grocery shopping noticed car scratched bumper furious angry frustrating note left car driver worst understand left note hear hope cost fix makes situation","1"
"1","kinda bummed month girl tinder started dating days wanted stop dating spoken sucks awful wanted end things fine feeling lot thing super happy dating literally ending time makes fake odd unfortunate thankfully girls match lose hope","1"
"1","time vacation couple weeks ago sound nice vacation thailand week disney world friends times fun throught eyes feels exciting great time small kids loved playing nice friends ropes secrets lol acting mentor situations fun makes experience type plan alley","1"
"1","bad experience wasted ingredients important meal nephews birthday party pizza promised favorite pepperoni pizza sad end order fast food chain bad fair nephew disappointed wrong pizza left oven distracted boss","1"
"1","afraid airplane severe turbulence airplanes feel cope cope severe panic attack hear flying easy feel stressed","1"
"1","important feel bad missed birthday cousin wanted attend party enjoys cooking planned making cookies bad bought present forget","1"
"1","time driving fresh snow wiped ditch scared sound scary end man nervous shaking understandable unexpected","1"
"1","enjoyed taking care nephew yesterday mother left work fun time nice watch kids agree played xbox snacks feel enjoyed time love playing video games enjoyed","1"
"1","brother applied ivy league school year accepted nice glad hear exciting news proud","1"
"1","sell house dollars bad financial situation nephew buy house advance situation wow terrible idea guess husband evil hope sell home price makes mad job helped lot terrible people nephew hell learn person someday eventually actions","1"
"1","brother graduated high school proud feel brother graduated year ago big milestone common proud agree start chapter life","1"
"1","finished finals couple months ago sophomore year college burden lifted scared fail ended passing classes burden lifted","1"
"1","havent rain area hope live mountain bad fires dry shame rain nice watch hear making grass grow lol true","1"
"1","irritates friend acts superior room strongest guy hes sign lack confidence esteem surprise bit insecure hope friends","1"
"1","faithful girlfriend proud wonderful cheated husband sadly rare days cheat love","1"
"1","lose weight takes dedication effort motivated problems","1"
"1","chased pitbull child scared years scary hurt fast kid heard hard bite glad didnt hurt brutal","1"
"1","remember waiting nintendo switch excited excited fact awesome zelda mario splatoon fortnite tons games great titles big nintendo fan wait prime bad smash pokemon year fun pokemon great franchise games","1"
"1","watching fifa world cup recently hear england lost recently devastated learn england favorite team heard great loss hope matches alright impressed matches","1"
"1","slipped carrying tray coffee work day hear fine bit embarrassed fine home change huge mess imagine atleast laugh days","1"
"1","parents picked work car turned surprised excited excited car awesome type car","1"
"1","miss partner left hear things work hope thought happen suppose house feel bad hope treats hope deserve","1"
"1","preschool pants fell sounds embarrassing happened laughed lot sat haha sounds","1"
"1","younger dad scared brothers bad peed jerk rude younger dad scared brothers bad peed hat jerk rude young cried","1"
"1","younger grandmother passed upset loved grandparents mothers understand feel hope close parents fun","1"
"1","big white wolf coyote yard past months afraid kill neighbors cats scary cute head eyes left small animal looked left yard ugh wow sad hope fixed","1"
"1","friend recently invited wedding engaged great wedding fun friend married year big wedding big guests wife year set thing pretty quickly nice","1"
"1","dad pretty heavy drinker caused problems sad sober finally stopped drinking years ago proud real relationship great hope healing closure difficulties caused younger","1"
"1","react friends told days ago surprise family africa time hes staying moving years wow hes staying long dropped school reason stay america start life kinda makes sad expect understand hard goodbye friend hope stay contact","1"
"1","broke vase moms house year ended hiding evidence told feel bad man bad situation vase sentimental expensive fairly expensive relly noticed buy replacement broke idea clear conscience guilt","1"
"1","meant dog rat poison died horrific accident wow terrible hope live long life happened years long terrible wasnt puppy guess true lot careful rat poison imagine wouldnt happen happened fast started symptoms died day vet crazy wont eat vegetables eat rat poison","1"
"1","friend huge scholarship barely passed manage english based test hes english barely passed slim giving yea point jealous honest barely didnt sadly college end ou ended dropping pursue writing year half wasted scholarship ah lucrative writing career","1"
"1","pretty strapped money freshman year college needed act scholarship felt super confident id thankfully nicely impressive","1"
"1","friend stole money week awful confessed paid depressing didnt wouldve money bet terrible feeling betrayal friends trustworthy","1"
"1","nervous dentist today thought pass end suppose needed tooth repaired anxiety glad hear turned","1"
"1","log hit square face ran car wow killed dude doctor parents thought thing lasting damage nah glass couple days taking showers accident years ago glass coming weeks","1"
"1","annoying thinking room brother freshman year college work planned easier room brother random roomate bet random guy frustrating room strange pay college offer choices","1"
"1","moved house year love spend working projects time kids great time kids worth ultimately absolutely time home repair large thing lot time important things","1"
"1","anger management issues kid makes feel dumb thinking honestly improved hear lot nice stress deal stress occasionally","1"
"1","real drink october friends nervous nervous drinking means fun drugs alcohol expect beer brother knew wrong age","1"
"1","feel bad friend met girl happy relationship totally understand guess friend happy day happiness happy feel feeling pit stomach hear kinda makes feel bad person remember universe perfect timing comfortable enjoy company love expect","1"
"1","won honor society president election confident bet beat popular surprising surprising things contest","1"
"1","day kids bad feel yelled felt guilty learn point ways discipline yelling hurt feelings bound point true feeling","1"
"1","parents bought car turned surprised thrilled car love running paid assuming running hope kids time","1"
"1","shocked car parents surprised damn car occasion birthday cool birthday","1"
"1","time party girl started touchy flirting girlfriend time close girlfriend relationship wrong idea","1"
"1","asked year day gave correct answer hesitation impressive sounds smart young man proud homeschool guess sounds guys","1"
"1","man console owned personally gamecube surprised funny parents ahh nice surprise play mario mario late sonic adventures parents hid console bathroom game told clean bathroom kids household chores","1"
"1","remember high school days terrific athlete time athletics participate marathon felt proud place trained months man feeling sounds worked hard","1"
"1","brother graduated high school proud graduate sounds cool moment share awesome graduated year cool excited","1"
"1","month ago girlfriend randomly broke idea close hear terrible great time irked idea time mustve people crazy understood","1"
"1","reconnected childhood friends house hang years years ago older miss golden days miss childhood friends surreal amazing experience bet catch awhile things compare","1"
"1","grandmother passed child upset tragic deal happy hope continues hope hope deal anytime","1"
"1","girlfriend cheat faithful love absolutely doubt sounds priorities straight man","1"
"1","happy finally graduated college years wow proud tough felt tough year passed degree man matters luck friend","1"
"1","girlfriend cheat amazing thing cheated worst things happen bond relationship agree people happy loving life desire cheat","1"
"1","sister coming france visit happy exciting france exciting year","1"
"1","started working nerveracking begin great long stop working years worked work start slowly long time work slowly","1"
"1","morning running late work mad driver person people miles hour hate bumper bumper traffic woman putting makeup notice car moves miss light ugh question woman job lol place judge mad sit stupid light","1"
"1","feel disappointed rejected place respond rejection time cope lot efforts understand learning experience hear stories time people rejected blessing disguise true guess morning company expected","1"
"1","finances greatest worried sleeping stressing situation hear hope things turn working solutions debt problem glad hear hope work work","1"
"1","ate coworkers food recently feel bad left awhile haha kind food leave ate wings kinda hard hide fingers orange whoops lol funny reason making laugh guess teach leave lunch sitting haha","1"
"1","beat classmate school election popular omg congratulations great achievement pride future future role aswell","1"
"1","florida time childhood friend surprise big state lots people odds odds winning lottery","1"
"1","surprised england lost croatia world tought gonna win easily shocked croatia people watched game warriors number killed goal goal world cup final","1"
"1","parents live house free realy thankful feel man parents care family lot lot people struggle bills boat times live","1"
