"label","content","train"
"1","plan birthday picnic friends mum party home celebrate mum ill invite friends home","1"
"1","return book check video check library card proper care video wo problem damage video fined wo damage","1"
"1","matter miserable busy live parents leave son room miss parents miss remember cut terrible calls words totally marriage","1"
"1","mary pale today matter caught cold youd medicine rest hope pretty suppose doctor","1"
"1","feel drink long day great idea peter drink bar road sounds food fantastic agree lunch week excellent sounds plan","1"
"1","time watch past rely gaining losing days fix","1"
"1","family record ancestors mom working family tree years shes copy family tree house id love generations amazing large extended family cousins moms cousins dads close age close relatives older spend time younger cousins older whos head household mother mother bigger family interesting grandfather stepmother critical theyve married years shes starting accept fact father divorced mother pretty feel stepmother grandmother","1"
"1","mr wang feel boating sounds interesting boating time time tomorrow afternoon meet gate park great forward meeting","1"
"1","hear youve ski resort weekend enjoy exciting falls skiing team coach teach ski state sports general administration smoothly face icy wind happened skiing realized stop imagine terrified poor girl","1"
"1","pale recently pressure company wrapped work care","1"
"1","hey hear david david hear david boss follow heard david fired shame hard working","1"
"1","school ride bike form transport prefer feel pedal bicycle feel lazy drive car discourage people private cars produce pollution agree difficult stop car convenient cars convenient theyre bad environment car started bicycle sold car tempted save lot money true month spend hundreds dollars gas insurance repairs class riding bicycle day driving lots exercise stand lose pounds car lazy end walking lets car ill sell car price sounds lets","1"
"1","wrong nose joint forgot invite party","1"
"1","year abroad tom study study study learn lot courses university courses sounds hard wo lonely hey pretty cool guy friends ill lot extracurricular activities theater","1"
"1","lovely weather water flowers jack days dark clouds rain nice nice weather report rain week afraid flowers die rain","1"
"1","darn grocery store closed closes drive hour store sixth alright store close open house day schedules weird corner store thing walking distance open home prices high dollars milk","1"
"1","married count himhe","1"
"1","dad city centre stop drink visit university museum drink coffee shop round corner big building end road bank coffee shop opposite bank hot chocolate stop wait lights turn green crossing road pay attention museum directions coffee shop table ill drinks","1"
"1","cinema tonight great tonight film romantic romantic afraid thrillers bloody contrary exciting","1"
"1","feel uncomfortable sick teacher set teeth edge hell finish writing minute","1"
"1","mind tattoo trendy great dragon arm tiger forever ink removed laser treatment heard hurts lot machine needle skin ink thought paint skin reconsider research tattoos nearest tattoo parlor needles place tongue","1"
"1","excuse screen steering wheel portable tv popular thing everyday news current affairs documentaries music movies ads interesting informative people underestimate tv education agree commercials tv tv stations money commercials programs makes lot sense tv work depends transmission satellite signals pay programs yuan month","1"
"1","dreadful view window dear terrible expected awful bear disappointed helped","1"
"1","free time nancy playing long playing years started learning middle school interesting hobbies collecting counts hobby","1"
"1","worry frustrated live job future worry","1"
"1","sports play baseball basketball football country football brand learned game younger popular game america heard lot fun games fun watch play football player fun friends play hand touch flag football play tackle football hand touch flag football tackling touch hands flag football grab flag ball wearing safer play saturdays field tennis courts learn play join ill lets ill saturday morning great","1"
"1","parents called usual reminded plan marry late easier marry time date mother finding modern girl minutes date latest type dozens opposite sex meet minutes dimly bar serving alcohol hate idea updated minutes video date online dating website providing service microphone facetoface guy talking maximum minutes makes sense minutes short time possibility romance meeting socalled love sight post face sale internet worry options internet dating methods sites operate international standard sites pay membership fee professional chance meeting person play games higher post personal information internet knowing reading","1"
"1","party saturday thinking heard lot fun time start starts school fun party dj food drinks wow sound fun party","1"
"1","talk minutes grades step office moment concern failing lets pretty trouble improve missed classes school regular basis regular study routine important ill hard stopping","1"
"1","luck test tomorrow crossing fingers","1"
"1","ill work happened quarrel materials wanna involved quarrel","1"
"1","god cheated buy brick stupid damn buy brick guy boxes video camera rid quick hed sell dollars camera bucks brick stupid open box wanted box plastic wrap opened people wo boxes wrapped plastic kind perfect plastic wrap price sticker looked brand guy selling video cameras dollars rid stolen aha buy stolen goods deserve cheated cmon blame thought camera itwe thinking buying camera understand box friend works shop plastic wrap shop boxes friend works electronics store sell video cameras couple video camera boxes lying idea wrapping bricks sell fools dollars brick profit sell bricks sarah fool fall trick","1"
"1","clock afraid minutes","1"
"1","hey mary night met great guy bar wonderful time decided meet tonight exciting guy hot started talking extremely funny witty stop laughing jokes common team music love chinese food feeling great friends match qualities friend definite list meet person friend helping spot friends heard friend honesty agree expect close relationship dishonest person people turn friend friend fairweather friends","1"
"1","head hurts physics class day killer physics math cool stuff todays lesson universe physics class universe pretty language sounds religious religion theory big stuff universe atlas carrying african stuff required matter imbalance particles math math evidence evidence hes guy early century scientist measure drift matter universe advancing expanding universe expanding big bang duh theory people wheres scientific dude theory theory testing slept class","1"
"1","today people lifelong learning people views lifelong learning understand lifelong learning lifelong learning concept late learning studying time attitude learning open ideas decisions skills teach dog tricks work longer lifelong learning finding learning opportunities ages numerous agree retired participate programs active changing world involved lifelong learning ready accept things recently teaching french great company lot clients france learn french develop career","1"
"1","ill birthday older ill april birthday party ill mother","1"
"1","smells honey wrong face wrong thought agreed gonna quit smoking cut expect cold turkey overnight ways quit patch chewing gum spend fortune cigarettes month laws cracking allowing smoking public place light quit fight reach pack smokes morning coffee lunch understand fine divorce","1"
"1","freezing","1"
"1","hear praise guy praise guy ride guy lost watch reason distrust hes caused harm sounds smells rat told hes guy guy lets talk","1"
"1","cheese tastes cardboard cheap","1"
"1","signed join companys christmas party join newcomer opportunity people departments company relaxed atmosphere companys christmas party amazing occasion relax time friends networking hope formal boss formal fun time love game dress casually abandon drinks careful worry handle boss informal evening impression totally drunk","1"
"1","accurate rain tomorrow hope wed reschedule baseball game","1"
"1","emily guy tall drive works lily dose manager introduce wife","1"
"1","ring night disappointed rude lunch apologize bored forgive darling tired","1"
"1","weekend feel tired today saturday cleaned house played tennis sunday hiked country bet studied studied sunday evening clean house study stayed bed watched tv sounds fun exercise sort played golf","1"
"1","parade celebrate national day weekend route zhongshan city bank join","1"
"1","excuse afraid seat youve moved books dear realized looked space waited place","1"
"1","life country years country newspaper article talks problems aging population problem affect world heard government increase retirement age workers support young elderly babies tina gave birth baby boy yesterday great children bad effect hows son days hes fine kids grow quickly nowadays hell teenager teenagers age child young id suggest wait late twenties early thirties career thinking child big generation gap parents children country teenagers live traditional lives fun explore world develop view life parents discourage succeed parents children freedom country freedom impossible balance strict kids ignore lenient wild","1"
"1","japan year vacation america id youd","1"
"1","hey mark long time julie great weeks vacation thailand fantastic hear beaches thailand beautiful people friendly food delicious mention cheap thai food bangkok city life beijing vacation hey great thailand","1"
"1","manager complaint manager madam room checked room toilet work properly water run shower hear ill turn","1"
"1","congratulations vivian won grand prize great knew id win wear red underwear year secret ill promise","1"
"1","concert evening join snowed bosses business","1"
"1","work month feel job busy job feel bit tired feeling work period time feel ll busy job feel work efficiency high strong working ability professional skill wonderful phrase choices work hard","1"
"1","music pleasure dance engaged walls","1"
"1","excuse seat feel free lot work shanghai tourist place amazing bigger imagined exciting modern people imagine um lets originally quieter peaceful place uh huh","1"
"1","wow people united states divorced korea korea marriages break couples stay people married young people married age hmm women work married lot women stay home care families work","1"
"1","boy beauty fall love sight beauty tree girl charming young man","1"
"1","excuse register pacific large white building","1"
"1","education australia graduate summer work australia china planning return china graduation choosing leave foreign country people reluctant leave superior living environment abroad personal development important simply superior living environment chinas developing fast development opportunities corner country","1"
"1","hobbies tom love playing badminton table tennis games playing games favorite hear teenagers spend hours hours sitting computers care health sit machine time wo play online games violence spending hours day playing games waste time healthy meaningful hope practice","1"
"1","plot movie story investigating series strange play detective catch killer evidence psychological enjoy making movie heard stories actors director director worked weve friendly differences movie happy movies youve recently bother feedback audience great care movie wanted insurance company ill leave experts future interview pleasure movie impressed performance movie shes star","1"
"1","whos lady trimming trees shes grandma shes","1"
"1","mom legs killing hold successful","1"
"1","man supper night wife stirfry amazing love stir fry crispy vegetables covered mixture soy sauce sauce greens fresh bean throw onion garlic ginger mmm mmm lunchtime die plate stir fry vegetables ill meat stir fry wife beef bell peppers onion stir fry meat vegetables worst insult throw chinese stir fry wok fried equivalent wrap","1"
"1","lovely day walk feel tired labor health wait minutes finish writing letter long shame advantage lovely weather wo long minutes ahead ill meet park lake","1"
"1","god showed hes police worry ill friend care years nut job pregnant worked purpose apologize moment met day thought scared closer worse thought handle soul mate hold ill matter tackle life throws steven happy hear knew belong love","1"
"1","zina talk personal long long boyfriend work spend time upset told leave weekend bother coming fine wo problem","1"
"1","mary date john lot common great news tall slim fairhaired sounds pretty cute nice guy considerate impressed smart great sense humor love sight busy work wait steve stop bit nervous mary total catch bet worry steve encouraging friends","1"
"1","francis business trip nightmare business trip successful arrived time nice conversations settled important issues year sounds nightmare air line lost luggage return flight lost carry bag tackling officers charge left airport hours expected caught traffic jam finally home totally exhausted elevator service blackout sad story luggage waiting easy reward","1"
"1","company decided cancel trip hong kong effective control id risk things hong kong break things easy work fitness plan start exercise sitting office day keeping fit idea lets people plan business days people interested","1"
"1","pair jeans straight legs fashionable feel plumber butt style wear head pull pants walking invitation","1"
"1","charles matter car working waiting ride home wife coming live live suburbs live downtown parents car car walk work lucky","1"
"1","happy anniversary sweetheart anniversary cheers ill drink making night worth remembering special day survive year rest smooth sailing listen bands playing song requested dancing shoes","1"
"1","plan birthday picnic friends mum party home celebrate mum ill invite friends home","1"
"1","seconds","1"
"1","dinner tonight id love lets","1"
"1","cigarette uh henry light lovely day pity duty ill stand possibly","1"
"1","rose busy jack working documents manager half hour rose free weekend great convenient visit weekend beg pardon id weekend drop chat pm saturday time hmm treat dinner great ill bring wine ill expecting ill time","1"
"1","shoot pool balls table solid colored striped colored black ball white ball hit white ball white ball hits colored balls colored balls pockets hit solid striped beginning matter ball set black ball black ball final ball pockets lets","1"
"1","hear singer tonight id enjoy ill pick ill","1"
"1","biting stop scratching bug spray forgot buy cover beer bite theyll drunk fall asleep doubt idea youve lets run thirsty","1"
"1","stop running tv sit watch stand bald man talking loudly program stay keeping understand program explain wait fun","1"
"1","direct ha youve beat bush fair straight ya invite threw loop youve complete things changed guess settled guess","1"
"1","daughter plans quit present job job higher pay normal pretty settling start family married world colorful friends feel pressure marry wait moment time moment universe love prefer natural love important thing happy love","1"
"1","excuse nice nice","1"
"1","excuse seat afraid","1"
"1","coming match winning piece cake","1"
"1","increases state benefit lot suppose people ah hard","1"
"1","coming place dinner tomorrow night dinner wondering roommate planning coming place planning walking ways weather nice thought listen live bit rough neighborhood street bars walking dark bad lot crime guessed criminals evenings noticed strange house daytime favor taxi itd feel lot evenings moved walked week purse stolen block police station public transportation happened happened fights streets bars close careful letting","1"
"1","jack wonders linda likes scared hes chicken guy","1"
"1","understand parents complaining daughters follow suit li mother building neighbours daughter married canadian shes driving li crazy li lamb shes gold","1"
"1","john heard prison beg pardon john prison ears","1"
"1","internet library card wait computers fine write list free log number library card ill sitting","1"
"1","nice tie wearing youbut matches suit perfectly sweater smart today","1"
"1","case guilty fault accused","1"
"1","happy mothers day mom beautiful deserve forgot case deserve flowers","1"
"1","real problem meet people shake hands country shake hands men women children shake hands time simple men shake hands women children women shake hands lot children manners shake hands rule follow men hold hand women children wait sounds easy hang piece cake worry","1"
"1","sam birthday yesterday completely forgot worry forgetting everyones margaret told forgotten phone jane jane invited dinner restaurant opened food food excellent jane ordered birthday cake forgot jane upset manager apologize free dessert end nice evening birthday present wanted great thinking jane quiet word margaret birthday knowing margaret immediately","1"
"1","heres restaurant meeting smiths lets wait","1"
"1","movies free time weekends movie theater crowded weekends movies week true tickets cheaper week","1"
"1","telling lie lying trouble car run petrol","1"
"1","mr fro buy guy gates lot nerve telling ads time order today skinny latte start worrying weight feel drinking milk today fat jess chill","1"
"1","lets window buy tickets movie starting minutes break line impatient line tickets pay invited tonight lets dutch ill pay insist forward film read review mornings newspaper great light funny change tired heavy drama seats theyre fine watch movie popcorn","1"
"1","buy magazines buy magazine month date latest developments information internet takes long exact information read magazine coffee bar online edition magazine access articles subscription subscription magazine arrives post beginning month buy magazines buy interesting buy regularly","1"
"1","mumm burgers smell great perfect day barbecue glad rain names mike gates barbara johnson nice meet barbara studying medicine harvard engineer ibm sounds interesting hey food ready starving","1"
"1","wow standing excited standing exquisite work art big deal picture woman times books imagined id person tons paintings idea worth worth million dollars whoa","1"
"1","hey pretty popular classmates days parttime job cool amazing work bar fun remain professional manager pretty upset true wondering learn job learn real world working experience working experience biggest lesson learned deal people walks life demanding working weeks easy figure sounds interesting bar day ill great forward","1"
"1","house interesting love years lets enter open door locked woman reception office answer deaf haunted house frightened frightened joking","1"
"1","hobbies fond playing chess keen playing cards easier learn rules playing cards vary places","1"
"1","jim weekend beach friends barbecue sounds lot fun swimming fantastic place agree ideal place vacation wait","1"
"1","youd prepare examination exam hard change attitude pass lazy","1"
"1","high time talk clear matter table beat bush talk","1"
"1","correct time minutes past lecture begin itll begin oclock sharp","1"
"1","sara party","1"
"1","promised hes man word count year helped trouble","1"
"1","party week party dressed sounds fun clothes check moms closet ill bet idea bring music period great cds record player","1"
"1","improve handwriting practiced weeks happened handwriting bad long process patient important perseverance hang longer day youve lot progress stop complaining stick day","1"
"1","excited mother baby nephew lot mum guess lot hes richards eyes richards eyes baby richard children resemble parents true michelle lot henry ways shy people comparing children parents","1"
"1","music started waltz nice dance waltz wonderfully glad music stopped","1"
"1","speak english class teacher explain spanish speak spanish class speaks english suppose shes speak english slowly understand repeat interesting study english mario students class miss parker pronunciation english pronunciation easy difficult difficult words","1"
"1","doris glad home terrified happened time tuesday cafe noticed lot usual staring stop finally today shoe store cafe cd store pretended cds leave left noticed sidewalk home blocks corners home turned looked himhe standing smile stood scared police police police ignore itbut police police wo suppose listen carol bother eyes open time worry alright wo cafe awhile","1"
"1","han plan weekend plan travel harvard university truth plan apply harvard graduation high school christian brothers saturdays god john religious scientific big bang theory han fuss lot americans including scientists religion surprised thought science religion compatible compatible developed religious country world heard bit understand people god god exist complicated acquainted history religion american peoples life guess harvard university highly academic institution sense product religion absolutely founded group england founded english united states religious people century series religious england religious countries people enjoy religious freedom england moved world establish heaven founded harvard college college received classic style higher education oxford university cambridge university england hoped receive kind education harvard named college formal begin called harvard university major john harvard harvard religion claim religion note harvard wow religion played important role harvard history religion playing harvard history finally begin harvard knowledge harvard poor lot work applying harvard remember harvard united states history culture knowledge harvard closely related lot learn question time","1"
"1","convinced explanation explain time left accept excuse oclock appointment ann sounds trick","1"
"1","summer love countryside walks bike ride love fresh summer air walks play sports tennis sit sunshine read book winter play sports indoors feeling lazy watch film home prefer summer winter people wearing nice colorful clothes nice dress skirt cold kinds clothes winter wearing shorts summer legs freeze nice summer year global warming hotter","1"
"1","forget linda lover lay rest time flying remember difficult forget people forget time change","1"
"1","university john pardon university enter university asked year harvard university god save wrong bad memory terrific","1"
"1","chosen plan family reunion fun yep start planning family family ay days reunion days nights major production","1"
"1","lean russia nice meet alike japan english difficult language language difficult true english harder crazy language crazy language letter word english crazy language","1"
"1","film thought great acting thought excellent thought disappointing nice cinema uncomfortable","1"
"1","head hurts physics class day killer physics math cool stuff todays lesson universe physics class universe pretty language sounds religious religion theory big stuff universe atlas carrying african stuff required matter imbalance particles math math evidence evidence hes guy early century scientist measure drift matter universe advancing expanding universe expanding big bang duh theory people wheres scientific dude theory theory testing slept class","1"
"1","film concert id love mozart festival fine eat hungry lets drink place expensive fun","1"
"1","financial lose kill invest savings retire rich thinking buying stocks investment manage partly agree buying stocks difficult making money buying stock difficult professionals easy careful people investing online research data reports discussion educate people invest addition visit established website offers stock charts wow sound professional watched investment tv program weekend hot topic days beginner","1"
"1","borrow suit question","1"
"1","hear happy today aha read roommate today matter knew brain locker brain locker hes tall brown hair nose green eyes wearing glasses mm couple times","1"
"1","guangzhou china guangzhou south china","1"
"1","appointment case wo longer drop anytime goodbye","1"
"1","hey day class level loving class semester great class international students class speaks english guess force chinese class improve lot semester fortunate unfortunate united nations class people world germans pole scottish french american brazilian array nationalities class asia south japanese thai pretty lucky opportunity learn asian culture guess hard relate classmates language barrier change classes stay spoken chinese grateful bet practice highly doubt girlfriend chinese","1"
"1","hey hungry chinese food great idea lets chinese restaurant lets","1"
"1","morning miss li morning mike absent yesterday certificate feel today feel received reading material handed yesterday explain class preview","1"
"1","flowers favorite flower called winter jasmine symbol springs arrival spring lively season admire plum blossoms cold winter perfect taste symbol laughing fighting snow admire plum blossoms people bright people remember forever snowing lets enjoy plum blossoms snowing","1"
"1","weather today stops snowing bit wind streets covered ice temperature today missed todays weather cast radio degree mind cold weather hate slippery ice skating fine sport fine lets skating tomorrow","1"
"1","kind music listening music fast beat lively dance music disco week loud prefer classical music relaxing listen mozart bach evening hard day work admit pieces classical music sophisticated modern dance music classical music supposed brain research suggest makes brain active students listen classical music studying perform listen classical music heard listening classical music helpful stress listen evenings play background music cooking housework classical music cds follow lead increase brian power plenty internet listen samples buy idea music classical music clever dance happier true clear evidence people listen lively music lively people music influence persons feeling character","1"
"1","coffee shop opening street hope menu coffee shops coffee drink coffee boring join friends afternoon regular coffee shop kind things menu fruit salad hot sandwiches difficult small neighborhood suggestion lets","1"
"1","darling news bobby wife baby thought wife baby theyre expecting baby birthday coincidence bet bobby happy likes children child fact theyre excited coming baby baby parent american chinese boy hard imagine expecting boy girl mystery pregnant begins maternity leave work hard young parents","1"
"1","regular member club pay join membership fees vary depending club run tens thousands dollars wow public courses game today extremely shot including congratulations normal handicap game drives terrible today ball sand correct driving range play","1"
"1","concert great agree singing group popular play","1"
"1","tickets opera friday night id love time sounds great dinner uh id work late lets meet theater sounds fine","1"
"1","chinese team taking lead japanese team japanese teams play dark horse team work worth learning","1"
"1","mind friend friends word","1"
"1","harry wo talk sad laid year","1"
"1","david jenny david hey girlfriend dumped hear happened told things working thought things great completely blue hey girl pink hair girl jack yesterday cheating ugly guy feel loser hey worth forget hey worth plenty fish sea listen lets drink town promise gonna wear face face dog died sooner","1"
"1","nice set wheels dealer charge lot moonlight rest life worth lets drive lets fast whoa thing fast check brakes suddenly stop quickly hey watch cops gonna end tend fast set tires fast flat tires weeks watch guys run light hit car cut","1"
"1","whens birthday corner","1"
"1","bob years worried health tired time hes working hard","1"
"1","church attend church day saints difference death death church founded authority earth lost men named joseph smith brought god restore church means parts original church gather encourage common church","1"
"1","late meeting today stuck traffic late","1"
"1","reading newspaper exhausted studying decided read newspaper relax news depressing murder city center shocked police caught killer people starting frightened relieved finally catch murder catch scared stiff city center night news newspaper news stories happy excited piece news remember local girl dying rare blood disease parents raising money treated united states theyve money shes tomorrow treatment happy family relieved excited local man won lottery jealous buy lottery ticket week amazed won small prize unfair hope tired weve invited party evening excited parties","1"
"1","tom play bowling tonight sounds meet gate club fine","1"
"1","english hundreds rich expressions ill high sky means search information expression goodbye natural grammatical english direct translation languages interesting","1"
"1","teacher myra class myra cheating exams spoke myra spoken teacher angry excuse rudeness","1"
"1","park spot campus space campus parking structure students western campus morning","1"
"1","heard love bug love virus computers email harmful world people break valentines day year terrible play dirty trick smart people create people smart sick","1"
"1","confused scold means heart","1"
"1","hospital matter professor wang hurt traffic accident bad things life hanging thread emergency treatment","1"
"1","meet lunch saturday busy volunteer work saturday month kind volunteer work childrens hospital plan activities exciting month crossword puzzles","1"
"1","children grown rose oldest shes interesting bright child reading shes public library chris pretty girl working waitress restaurant paris shes married french photographer interesting larry rocky larry drives truck drives country live colorado rocky drive truck rocky pilot fly fly countries england france","1"
"1","merry christmas linda merry christmas lee linda wonderful christmas dinner enjoyed coming glad","1"
"1","wheres half shes home","1"
"1","words fish fish popular nowadays sake bloody people cruel tattoos cool prick fish sick tastes bloody people honey animal animal life tattoo choice asked fish wanted understand","1"
"1","whos singing home jim friends whos shes singing happy birthday seehow shes suppose theyre playing games playing games day alice whens birthday today today imagine friends birthday party muchwhat time ill house happy birthday","1"
"1","nice meeting hope meet ill","1"
"1","interesting program tv night elderly people program people positive attitude tend live longer happier agree idea tv program physical exercise helps people deal stress active older people enjoy kind physical exercise father years lifts weights day","1"
"1","information sales year sales review board meeting great news figures morning finally started making money weve sold growth year market year strategy working annual sales brake record month month forecast finally black companys performance improved president hes business real operation products selling success partly contribution partly marketing strategy advertising campaign sellers field lets hope stroke luck lasts hope financial difficulties lets hope","1"
"1","letdown wanted experience culture worth eat eat culinary thing fortunately um face red walk fast embarrassed gotta italy lady cafe kiss meet","1"
"1","honors college received scholarship times end join party china joined freshman","1"
"1","brand car excellent lets joy ride","1"
"1","watching soccer match tonight exciting season miss team manchester united championship time confidence","1"
"1","weekends finally long monday memorial day yep barbecue season invited grill party park tomorrow sounds bring buy buns hot dogs hamburgers making potato salad ill frisbee kite taiwan","1"
"1","martin morning goodbye leaving america tomorrow america admit congratulations susan happy miss ill write settled wait write love write letters meaning emails phone care nice journey bye bye","1"
"1","taylors hospital couple days football moves blame keeping stuff running tests bought busy great lets visit flowers","1"
"1","night funny loved scene judge great ha brilliant","1"
"1","tea water running turn hands sticky dough","1"
"1","today long face idea thought shed happy promotion recently kind personal problem","1"
"1","teacher teacher wrong accused class youve joking teachers myra cheating agree feel teacher","1"
"1","glad expecting late party hope miss interesting time started great flowers hope color suit apartment theyre beautiful hang coat couch comfortable love drink tea coffee juice cola bother home nice place designs colleagues copy apartments making photos designed kitchen","1"
"1","steven dance tonight john mood upset lost table tennis game yesterday pity play table tennis bad game opponent ball wondering play table tennis failure mother success lose heart succeed time recover failure understand","1"
"1","band pretty music nice heard live music fun invite dance afraid dancer worry dancer dancing dance beautifully learn dance college dance favourite dance hard depends love waltz tango beautiful dance tango favorite foxtrot music stopped dance pleasure lets drink","1"
"1","biggest environment problem country air pollution agree air polluted country country agricultural industry reduced emission air pollutants recent years cars major source factories cleaner stricter environment pollution law introduced problem global scale single country international response problem","1"
"1","terrible week shame fell hurt arm bad son drove tree hear dog bit delivery boy pity storm blew roof ho","1"
"1","excited mother baby nephew lot mum guess lot hes richards eyes richards eyes baby richard children resemble parents true michelle lot henry ways shy people comparing children parents","1"
"1","bed bed helpful health","1"
"1","young parents california forget disneyland florida california disneyland disneyland thinking honeymoon married time year set date congratulations idea time amusement parks rides bit scary rides ride time roller dark itll romantic loads fun advice ill talk fiance tonight hell love idea throw enjoy","1"
"1","speak french understand spanish teacher understand mr wang chinese teacher percent speaks speaks fast catch word mr wang excellent chinese chinese","1"
"1","today test yesterday pass passed test happy worked hard night preparing helping encouraged pass job school fact terrible taking exams teachers encouraged helped lot final exams ill finals months plan studying exams students night forehead idea study bit time starting weeks exam sounds idea questions studying ill talk professor learning support assistant sounds youve learned year","1"
"1","borrow cds school dance promise personally guard single perfect condition ill class rent night buy damaged sounds fair cheaper paying band play fun live band exciting class money checked dance band break publicity","1"
"1","beach tonight beach wanted beach santa monica water dirty pier santa monica pier beautiful night beach nice lot nicer lets","1"
"1","environment problems world today solve destroy world hope world leaders agree plan action doubt itll happen late solve problem air pollution destroy atmosphere lots clean modern technology companies developed countries expensive developing countries economic development environment protection issue short term long term countries companies wood theyre thinking longterm damage forests remember forests important natural thousands species animal plant life parts world africa problem climate change causing turn desert means people grow food means people fight land remains environment leads conflict people thought joining organization committed protecting environment involved projects improve environment id things learn country finished studies","1"
"1","kathy ages days opened restaurant head chef kidding youve hated cooking hate cooking love change mind french food cook boring things family cooking school california study long stay worked years experience","1"
"1","susan inviting frank house warming party weekend house warming party buy home congratulations wonderful bet happy dreamed home real estate area extremely expensive understand place small town city idea employment nearby agree job wisconsin","1"
"1","book problem library checked book shelf borrow book library ill contact fantastic","1"
"1","abc rent car kind car rate dollars day dollars mileage gas charge mileage gas return car included ill rent car week sir drivers license","1"
"1","accompany party tonight id love","1"
"1","film concert id love mozart festival hall fine eat hungry lets drink place expensive fun","1"
"1","spring festival important festival china true long holiday days eat special food festival dumpling people eat chicken luck interesting told chinese beautiful wonderful great hope spend spring festival beijing time","1"
"1","sick waiting bus urgent taxi costs true","1"
"1","feel absolutely horrible temperature degrees celsius headache runny nose symptoms terrible stomachache face swollen toothache feel bad ailments tongue hurt burn ointment effect healed burn hot coffee days ago luck ill whens time tablets red lunch white lunch time drink water ointment nose feels itchy blowing nose ill eat soup sounds soup makes feel sick hope makes feel","1"
"1","evidence thinking trouble secretary lot reminding shes person","1"
"1","heard feeling check sitting giving sudden femi yijun inside memories night remember night remember punch sat girls bathroom","1"
"1","matter special bit tired job suggestion youyou holiday variety lives matter","1"
"1","dear miss wow raining heavily run work rush lunch break ahead line hurry nice pleasure miss recommend eat sandwich delicious thing menu personally beef salad choice town suggestions mention","1"
"1","dad date december days christmas day buy shoes christmas present promise promise","1"
"1","happen john unhappy disappointed friend cheer hell understand","1"
"1","man fiance hes handsome touch character hes outgoing honest hes bit conservative","1"
"1","buy bring bother dime dozen","1"
"1","brooke mad mom mad mom wedding home lets hope mom lucky day today talked airlines theyre seats theyre giving discount tickets honeymoon package hawaii dream honeymoon destination fly directly texas jack wonderful","1"
